Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return,Rolling_Volatility_30,Log_Return
2020-05-10,0.6044610142707825,0.6123030185699463,0.5130810141563416,0.5370339751243591,0.5370339751243591,2327581,-0.1116460007020118,0.09096728455088962,-0.11838496757081815
2020-05-11,0.5362550020217896,0.5718600153923035,0.5051940083503723,0.5152729749679565,0.5152729749679565,2098481,-0.04052071407840341,0.08542396725938597,-0.04136455217638206
2020-05-12,0.5133910179138184,0.5597590208053589,0.5052509903907776,0.5385760068893433,0.5385760068893433,2198625,0.04522463442379432,0.08158831877142474,0.04423182348702729
2020-05-13,0.5383719801902771,0.564873993396759,0.5180379748344421,0.5505319833755493,0.5505319833755493,2326446,0.02219923712394878,0.07933071585538498,0.021956421043750327
2020-05-14,0.5505319833755493,0.5809460282325745,0.5501099824905396,0.5691180229187012,0.5691180229187012,2047897,0.033760144922358126,0.07506718488551307,0.03320278101726708
2020-05-15,0.5691930055618286,0.5746200084686279,0.5470929741859436,0.5597519874572754,0.5597519874572754,1850070,-0.016457105704353547,0.07501390496746117,-0.01659402817866707
2020-05-16,0.5589810013771057,0.6065340042114258,0.5543609857559204,0.599120020866394,0.599120020866394,2300409,0.07033120791218894,0.07508062461455002,0.06796814068100994
2020-05-17,0.5952280163764954,0.6401960253715515,0.5891749858856201,0.6129890084266663,0.6129890084266663,2936428,0.023148930226394526,0.07479682744043849,0.022885058217464078
2020-05-18,0.6126819849014282,0.6743929982185364,0.6096490025520325,0.6526700258255005,0.6526700258255005,3314359,0.06473365240378759,0.07552887227779959,0.06272467624362323
2020-05-19,0.6509739756584167,0.65447998046875,0.6112480163574219,0.6244540214538574,0.6244540214538574,2380263,-0.04323165344686286,0.07314263776510029,-0.04419397894887994
2020-05-20,0.6224750280380249,0.6266559958457947,0.5752829909324646,0.5791559815406799,0.5791559815406799,2302926,-0.07254023251818342,0.071310313922034,-0.07530586281946786
2020-05-21,0.579692006111145,0.6137890219688416,0.5433459877967834,0.6089149713516235,0.6089149713516235,2863017,0.051383376429573024,0.07002872446178458,0.05010679838756949
2020-05-22,0.6052389740943909,0.6764320135116577,0.582830011844635,0.6388750076293945,0.6388750076293945,3411419,0.04920233150330988,0.06261547261156528,0.04803019118053903
2020-05-23,0.6374149918556213,0.6388490200042725,0.5882470011711121,0.6130310297012329,0.6130310297012329,2638524,-0.04045232262889442,0.0606640604295109,-0.04129327496053659
2020-05-24,0.6132889986038208,0.6132889986038208,0.5484319925308228,0.5490530133247375,0.5490530133247375,2786816,-0.1043634225296487,0.06359382308471717,-0.11022055378920781
2020-05-25,0.5485699772834778,0.6501380205154419,0.5380640029907227,0.6008570194244385,0.6008570194244385,4509580,0.09435155593811739,0.06597357204156118,0.09016200149898493
2020-05-26,0.5991039872169495,0.6123530268669128,0.5664629936218262,0.5733069777488708,0.5733069777488708,2689697,-0.04585124378168681,0.06646914384945846,-0.04693569073949183
2020-05-27,0.5733069777488708,0.6110870242118835,0.5714430212974548,0.5909850001335144,0.5909850001335144,2536916,0.030835177436802752,0.06405448550495416,0.030369325559147963
2020-05-28,0.5908839702606201,0.5923979878425598,0.5669479966163635,0.5751550197601318,0.5751550197601318,2662788,-0.02678575660940008,0.05740445986698404,-0.02715103255450967
2020-05-29,0.5746989846229553,0.59340500831604,0.5668579936027527,0.5794150233268738,0.5794150233268738,2066857,0.00740670501062235,0.05187960133346171,0.0073794100652766785
2020-05-30,0.5813549757003784,0.6024889945983887,0.5670499801635742,0.5879330039024353,0.5879330039024353,2449095,0.01470100054819623,0.05046638387680495,0.014593988355627984
2020-05-31,0.5879030227661133,0.5939970016479492,0.5692449808120728,0.5700219869613647,0.5700219869613647,1892967,-0.030464384244778375,0.049430971731841994,-0.030938068764573702
2020-06-01,0.5734720230102539,0.5878390073776245,0.5673480033874512,0.5774949789047241,0.5774949789047241,2159877,0.013110006480970826,0.049519986453314714,0.013024814119794219
2020-06-02,0.5771420001983643,0.5897250175476074,0.5522940158843994,0.5646690130233765,0.5646690130233765,1295757,-0.02220965783230422,0.04889915290994539,-0.0224600059903841
2020-06-03,0.5646690130233765,0.5910249948501587,0.5644609928131104,0.5866209864616394,0.5866209864616394,877446,0.038875824477647036,0.04947910011943043,0.038139190516195826
2020-06-04,0.5868669748306274,0.5916399955749512,0.5645179748535156,0.5872989892959595,0.5872989892959595,901641,0.0011557766427854332,0.049030054981237546,0.0011551092471521203
2020-06-05,0.5872989892959595,0.6982790231704712,0.5779250264167786,0.6611549854278564,0.6611549854278564,4322092,0.1257553605199182,0.05393933891238122,0.11845424192031286
2020-06-06,0.6610710024833679,0.6616190075874329,0.6117810010910034,0.6224430203437805,0.6224430203437805,1604055,-0.05855202779575819,0.05502252624476932,-0.060336192949033106
2020-06-07,0.6224430203437805,0.6244440078735352,0.5933979749679565,0.6165779829025269,0.6165779829025269,716785,-0.009422609378789915,0.05499146300870042,-0.00946728301214187
2020-06-08,0.6150779724121094,0.679000973701477,0.6133099794387817,0.6683130264282227,0.6683130264282227,1440234,0.08390673193057308,0.05697671845292355,0.08057185866129214
