Date,Close,Close,Close,Close,High,High,High,High,Low,Low,Low,Low,Open,Open,Open,Open,Volume,Volume,Volume,Volume
2025-02-14,2726.091552734375,199.9356689453125,0.23148399591445923,2.7401959896087646,2790.023681640625,205.12501525878906,0.23661400377750397,2.82827091217041,2666.26806640625,194.3540496826172,0.2303760051727295,2.535259962081909,2675.939453125,194.45455932617188,0.23402200639247894,2.562501907348633,17732289901,3732334277,532393077,8841598608
2025-02-15,2693.559814453125,194.48208618164062,0.2374349981546402,2.76157808303833,2738.68115234375,200.0533905029297,0.2379709929227829,2.8273110389709473,2668.53173828125,192.81378173828125,0.23056800663471222,2.7218549251556396,2726.07470703125,199.88677978515625,0.23148299753665924,2.7400870323181152,10803019357,1869221857,383260863,4633704309
2025-02-16,2663.31591796875,188.4864044189453,0.24266600608825684,2.7278249263763428,2724.096435546875,196.0703125,0.24392500519752502,2.8022820949554443,2655.297607421875,186.97987365722656,0.2357490062713623,2.700206995010376,2693.5625,194.4811553955078,0.23743200302124023,2.761552095413208,10593602117,2160799161,424129963,3431117272
2025-02-17,2743.19970703125,177.6897430419922,0.23871800303459167,2.658273935317993,2848.7841796875,189.50650024414062,0.2474910020828247,2.7614479064941406,2640.18212890625,175.2635498046875,0.23847000300884247,2.613455057144165,2663.2294921875,188.48521423339844,0.24266399443149567,2.728055000305176,24170425078,4345262539,678288240,4782836287
2025-02-18,2669.3388671875,169.08428955078125,0.23897099494934082,2.558877944946289,2754.6767578125,178.94607543945312,0.24106000363826752,2.666670083999634,2606.900390625,161.30545043945312,0.23284199833869934,2.4733290672302246,2743.02294921875,177.68861389160156,0.2387170046567917,2.6582510471343994,23004152928,6684824301,611116651,5357974219
2025-02-19,2715.77099609375,169.01080322265625,0.24224799871444702,2.7408010959625244,2735.917724609375,174.12147521972656,0.24365000426769257,2.7440109252929688,2656.375732421875,163.9593963623047,0.23896299302577972,2.517393112182617,2669.21337890625,169.08543395996094,0.2389640063047409,2.5589520931243896,15272401903,3717681436,459982736,5175151198
2025-02-20,2740.386474609375,176.04888916015625,0.24641600251197815,2.6908280849456787,2770.030517578125,176.588134765625,0.24779200553894043,2.744910955429077,2708.216064453125,167.8734588623047,0.23781800270080566,2.673609972000122,2715.6826171875,169.00534057617188,0.24224799871444702,2.7408089637756348,15917259320,3347070717,473835177,4310522382
2025-02-21,2659.655517578125,168.89163208007812,0.23760099709033966,2.5701398849487305,2842.8271484375,180.4339599609375,0.25047099590301514,2.709012031555176,2616.91943359375,167.30506896972656,0.2356400042772293,2.5124850273132324,2740.022216796875,176.03500366210938,0.24641600251197815,2.6907870769500732,31441524621,4684370707,654961183,5895816750
2025-02-22,2764.029296875,172.16285705566406,0.23836299777030945,2.5757060050964355,2797.057861328125,174.46559143066406,0.23963700234889984,2.607469081878662,2653.867431640625,168.367431640625,0.23466899991035461,2.5561840534210205,2660.035888671875,168.89163208007812,0.23760099709033966,2.5701489448547363,16403164397,2026581266,418958920,2384435690
2025-02-23,2821.310302734375,168.03811645507812,0.24597099423408508,2.5770199298858643,2850.6103515625,173.0360565185547,0.2459850013256073,2.5969789028167725,2746.773681640625,166.62765502929688,0.23807300627231598,2.523690938949585,2764.031005859375,172.16346740722656,0.23836399614810944,2.5757060050964355,20493767269,1621130854,436385786,2469949788
2025-02-24,2513.8212890625,141.98948669433594,0.24004900455474854,2.2779290676116943,2839.010009765625,169.56248474121094,0.24885399639606476,2.6004559993743896,2478.8994140625,140.56651306152344,0.23993000388145447,2.2705368995666504,2820.456298828125,168.03811645507812,0.24597099423408508,2.577012062072754,29127380459,7062261489,825905323,7075894526
2025-02-25,2493.592529296875,144.10775756835938,0.23088699579238892,2.3207170963287354,2529.669189453125,146.7398681640625,0.24360699951648712,2.3579061031341553,2326.632080078125,132.48583984375,0.2252490073442459,2.075191020965576,2514.2109375,141.99234008789062,0.24004900455474854,2.2779459953308105,40044790246,9341433919,1515641403,13317860642
2025-02-26,2331.45263671875,134.83132934570312,0.22679400444030762,2.1924350261688232,2503.422119140625,144.8746795654297,0.2314240038394928,2.3249189853668213,2255.054931640625,130.69107055664062,0.22281399369239807,2.1540091037750244,2493.381591796875,144.09996032714844,0.23088699579238892,2.3207309246063232,28815111323,4916419994,891096331,6752125996
2025-02-27,2305.484375,137.6208038330078,0.22821100056171417,2.198647975921631,2378.08740234375,142.1814727783203,0.22959700226783752,2.2538559436798096,2230.4482421875,134.729736328125,0.2254749983549118,2.149014949798584,2331.51025390625,134.83160400390625,0.22679400444030762,2.1924500465393066,24286213447,3723520943,518767779,4837539998
2025-02-28,2237.9052734375,148.03001403808594,0.23320099711418152,2.145595073699951,2310.94921875,148.183837890625,0.2332179993391037,2.1986401081085205,2076.169921875,125.74221801757812,0.21718500554561615,1.9574079513549805,2305.56005859375,137.6207733154297,0.22821100056171417,2.1986401081085205,35737904667,7544673033,1021764254,8544047699
2025-03-01,2216.643310546875,143.6757049560547,0.23379699885845184,2.190603017807007,2279.873046875,150.7871551513672,0.23707400262355804,2.2123920917510986,2144.090087890625,138.68467712402344,0.2300959974527359,2.1229240894317627,2237.942138671875,148.03021240234375,0.23319700360298157,2.145608901977539,16135258239,3305410077,471587740,3300928949
2025-03-02,2519.694580078125,178.49549865722656,0.2439039945602417,2.9369421005249023,2548.811767578125,178.50856018066406,0.2464269995689392,2.9667201042175293,2175.321533203125,140.29757690429688,0.2321999967098236,2.177359104156494,2216.521728515625,143.67672729492188,0.23379699885845184,2.190593957901001,34854193845,11540413390,649931595,17441097426
2025-03-03,2145.573974609375,142.02108764648438,0.23092800378799438,2.385741949081421,2522.316650390625,178.6346435546875,0.24525199830532074,2.943916082382202,2097.076171875,139.79010009765625,0.22759400308132172,2.3117311000823975,2519.531005859375,178.4952392578125,0.2439049929380417,2.937047004699707,31473561910,9241009702,893821179,14497390960
2025-03-04,2170.01513671875,144.9165802001953,0.24244500696659088,2.455146074295044,2220.358642578125,146.39646911621094,0.24285699427127838,2.516110897064209,1996.767578125,131.57347106933594,0.2271919995546341,2.2298710346221924,2145.65283203125,142.03318786621094,0.23093299567699432,2.3857150077819824,33935738380,8035056091,1020664271,11265947031
2025-03-05,2241.977294921875,146.26730346679688,0.24361799657344818,2.500509023666382,2272.79736328125,149.4854736328125,0.24490700662136078,2.5330400466918945,2156.099365234375,140.59686279296875,0.2406879961490631,2.418123960494995,2169.98681640625,144.91880798339844,0.2424439936876297,2.4551548957824707,22105432727,4501939048,565413816,6075953089
2025-03-06,2202.476806640625,143.355224609375,0.24010400474071503,2.601728916168213,2319.396240234375,152.7792510986328,0.24675500392913818,2.63842511177063,2177.677001953125,142.7803955078125,0.2392670065164566,2.4742391109466553,2241.906494140625,146.27066040039062,0.24361799657344818,2.5005500316619873,18509069102,4204376336,568713611,6907451109
2025-03-07,2138.987548828125,139.20913696289062,0.24370400607585907,2.3816239833831787,2254.232421875,150.02325439453125,0.24667799472808838,2.61004900932312,2103.47265625,135.7171630859375,0.23546099662780762,2.357011079788208,2202.498291015625,143.355224609375,0.24010400474071503,2.601728916168213,22425792863,6090751623,755705195,9796404399
2025-03-08,2201.51025390625,136.94207763671875,0.24382899701595306,2.323438882827759,2232.3271484375,140.90457153320312,0.25084298849105835,2.406409978866577,2107.72802734375,135.48297119140625,0.24355199933052063,2.309607982635498,2139.7978515625,139.20913696289062,0.24370400607585907,2.3816020488739014,10533204814,2270939562,627401931,3722945467
2025-03-09,2015.5091552734375,126.43543243408203,0.23190799355506897,2.1345760822296143,2210.313720703125,139.72576904296875,0.2438730001449585,2.348783016204834,1991.1934814453125,125.93571472167969,0.23190400004386902,2.0909829139709473,2201.708740234375,136.9428253173828,0.2438250035047531,2.3234260082244873,16103964994,3429886567,585204021,6156171771
