Date,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2025-02-14,658.0436401367188,2726.091552734375,199.9356689453125,0.23148399591445923,1.0000840425491333,2.7401959896087646,683.9999389648438,2790.023681640625,205.12501525878906,0.23661400377750397,1.0012669563293457,2.82827091217041,652.4675903320312,2666.26806640625,194.3540496826172,0.2303760051727295,0.9994999766349792,2.535259962081909,668.2775268554688,2675.939453125,194.45455932617188,0.23402200639247894,1.0002000331878662,2.562501907348633,2581045409,17732289901,3732334277,532393077,82431082792,8841598608
2025-02-15,662.3276977539062,2693.559814453125,194.48208618164062,0.2374349981546402,1.0001540184020996,2.76157808303833,670.7623291015625,2738.68115234375,200.0533905029297,0.2379709929227829,1.000491976737976,2.8273110389709473,654.4702758789062,2668.53173828125,192.81378173828125,0.23056800663471222,0.9998589754104614,2.7218549251556396,658.0436401367188,2726.07470703125,199.88677978515625,0.23148299753665924,1.0001039505004883,2.7400870323181152,1794465917,10803019357,1869221857,383260863,49511991572,4633704309
2025-02-16,674.100830078125,2663.31591796875,188.4864044189453,0.24266600608825684,1.0000849962234497,2.7278249263763428,685.0858764648438,2724.096435546875,196.0703125,0.24392500519752502,1.0008150339126587,2.8022820949554443,654.3810424804688,2655.297607421875,186.97987365722656,0.2357490062713623,0.9997889995574951,2.700206995010376,662.3275756835938,2693.5625,194.4811553955078,0.23743200302124023,1.0001490116119385,2.761552095413208,2009553142,10593602117,2160799161,424129963,45737337095,3431117272
2025-02-17,667.2290649414062,2743.19970703125,177.6897430419922,0.23871800303459167,0.9999330043792725,2.658273935317993,681.6255493164062,2848.7841796875,189.50650024414062,0.2474910020828247,1.0012969970703125,2.7614479064941406,659.2930908203125,2640.18212890625,175.2635498046875,0.23847000300884247,0.9997529983520508,2.613455057144165,674.100830078125,2663.2294921875,188.48521423339844,0.24266399443149567,1.0001319646835327,2.728055000305176,1942930816,24170425078,4345262539,678288240,73802340406,4782836287
2025-02-18,647.443359375,2669.3388671875,169.08428955078125,0.23897099494934082,0.9993789792060852,2.558877944946289,667.759521484375,2754.6767578125,178.94607543945312,0.24106000363826752,1.001204013824463,2.666670083999634,630.6552734375,2606.900390625,161.30545043945312,0.23284199833869934,0.9991130232810974,2.4733290672302246,667.2362060546875,2743.02294921875,177.68861389160156,0.2387170046567917,0.9999380111694336,2.6582510471343994,1985512627,23004152928,6684824301,611116651,85488692072,5357974219
2025-02-19,653.5147094726562,2715.77099609375,169.01080322265625,0.24224799871444702,0.9999290108680725,2.7408010959625244,659.9885864257812,2735.917724609375,174.12147521972656,0.24365000426769257,1.0012550354003906,2.7440109252929688,638.140869140625,2656.375732421875,163.9593963623047,0.23896299302577972,0.9991239905357361,2.517393112182617,647.443603515625,2669.21337890625,169.08543395996094,0.2389640063047409,0.9993690252304077,2.5589520931243896,1916599180,15272401903,3717681436,459982736,65862475675,5175151198
2025-02-20,657.2009887695312,2740.386474609375,176.04888916015625,0.24641600251197815,1.000331997871399,2.6908280849456787,658.9291381835938,2770.030517578125,176.588134765625,0.24779200553894043,1.0014270544052124,2.744910955429077,646.6703491210938,2708.216064453125,167.8734588623047,0.23781800270080566,0.9996569752693176,2.673609972000122,653.5147094726562,2715.6826171875,169.00534057617188,0.24224799871444702,0.9999060034751892,2.7408089637756348,1709065792,15917259320,3347070717,473835177,72455845464,4310522382
2025-02-21,646.8995361328125,2659.655517578125,168.89163208007812,0.23760099709033966,0.9995219707489014,2.5701398849487305,668.0032958984375,2842.8271484375,180.4339599609375,0.25047099590301514,1.0014549493789673,2.709012031555176,635.3399047851562,2616.91943359375,167.30506896972656,0.2356400042772293,0.9988380074501038,2.5124850273132324,657.2009887695312,2740.022216796875,176.03500366210938,0.24641600251197815,1.0003180503845215,2.6907870769500732,1926193637,31441524621,4684370707,654961183,108902119689,5895816750
2025-02-22,668.5747680664062,2764.029296875,172.16285705566406,0.23836299777030945,1.0002189874649048,2.5757060050964355,679.123291015625,2797.057861328125,174.46559143066406,0.23963700234889984,1.0007590055465698,2.607469081878662,645.6533813476562,2653.867431640625,168.367431640625,0.23466899991035461,0.9993619918823242,2.5561840534210205,646.8995361328125,2660.035888671875,168.89163208007812,0.23760099709033966,0.9995790123939514,2.5701489448547363,1899367077,16403164397,2026581266,418958920,57283088675,2384435690
2025-02-23,657.9036865234375,2821.310302734375,168.03811645507812,0.24597099423408508,1.0001150369644165,2.5770199298858643,671.0719604492188,2850.6103515625,173.0360565185547,0.2459850013256073,1.0013370513916016,2.5969789028167725,648.9799194335938,2746.773681640625,166.62765502929688,0.23807300627231598,0.999737024307251,2.523690938949585,668.574462890625,2764.031005859375,172.16346740722656,0.23836399614810944,1.0002189874649048,2.5757060050964355,1502735946,20493767269,1621130854,436385786,54022199584,2469949788
